তাঁবুতে	t a~ b u t e
পলিথিনের	p o l i th i n e r
শিশুবিশেষজ্ঞ	sh i sh u b i sh e sh o g g O
শরীরি	sh o r i r i
গফফার	g o ph ph a r
ক্লিওপেট্রার	kl i O p e T r a r
জীবনকে	j i b o n k e
পথশিশুদের	p o th O sh i sh u d e r
গুলা	g u l a
জামশেদ	j a m sh e d
বেশখানিকটা	b e s kh a n i k T a
দুর্নীতিমুক্ত	d u r n i t i m u kt O
মুর্শিদাবাদ	m u r sh i d a b a d
রুমাল	r u m a l
করারোপ	k o r a r O p
রাজধানীতে	r a j dh a n i t e
ঘটাতে	gh o T a t e
কালচার	k a l ch a r
পূর্বপুরুষের	p u r b O p u r u sh e r
সদ্যোজাত	sh O d d O j a t
জীবপ্রযুক্তিবিদ	j i b pr O j u kt i b i d
প্রতিযোগিতাটির	pr O t i j O g i t a T i r
কাজটাকে	k a j T a k e
জনা	j o n a
নাজরীন	n a j r i n
যুক্তরাজ্যভিত্তিক	j u kt O r a j j O bh i tt i k
মারকারি	m a r k a r i
মৃত্যুপুরীতে	m ri t t u p u r i t e
রুমাকে	r u m a k e
বালককে	b a l o k k e
পর্বতারোহীরা	p o r b O t a r O h i r a
আরিফকে	a r i ph k e
পিটার্সবার্গ	p i T a r s b a r g
পরোটার	p o r O T a r
প্রামাণ্যচিত্র	pr a m a n n O ch i tr O
কাড়ে	k a r e
আত্মকেন্দ্রিক	a t t O k e ndr i k
চেকপোস্টের	ch e k p O s T e r
ক্রাইস্টচার্চে	kr a i s T ch a r ch e
অনির্দিষ্টকালের	o n i r d i shT O k a l e r
বারবারার	b a r b a r a r
মনরোভিয়া	m o n r O bh i a
প্রচ্ছন্নভাবে	pr O ch chh o nn O bh a b e
নীলক্ষেত	n i l kh e t
কানাডিয়ান	k a n a D i a n
চুলোর	ch u l O r
জবানবন্দীতে	j o b a n b O nd i t e
ইসলামীসহ	i s l a m i sh o h O
বাদবাকি	b a d b a k i
দমকলের	d o m k o l e r
পরিবর্তনকারী	p O r i b o r t O n k a r i
মদিনা	m O d i n a
মননশীলতা	m o n O n sh i l o t a
প্রাণিবিজ্ঞান	pr a n i b i g g a n
মানবপাচারে	m a n O b p a ch a r e
পৃষ্ঠাসংখ্যা	p ri shTh a sh o ng kh a
আরনিং	a r n i ng
ক্যালিগ্রাফি	k A l i gr a ph i
ভর্তিচ্ছুদের	bh O r t i ch chh u d e r
মহাশক্তিধর	m o h a sh O kt i dh o r
পরকাল	p o r O k a l
তক্ষুনি	t o kkh u n i
হবিগঞ্জের	h O b i g o nj e r
সমাজকল্যাণমূলক	sh o m a j k o l l a n m u l o k
বাঁশখালী	b a~ sh kh a l i
সমারোহ	sh o m a r O h O
অভিযোগকে	O bh i j O g k e
ফেরিতে	ph e r i t e
আত্মতুষ্টিতে	a t t O t u shT i t e
আলজাজিরার	a l j a j i r a r
ঈর্ষার	i r sh a r
রক্তিম	r O kt i m
প্রতিনিধিত্বের	pr O t i n i dh i tt e r
ধুলোর	dh u l O r
কাজপাগল	k a j p a g O l
এনজিওতে	e n j i O t e
শান্তিচুক্তির	sh a nt i ch u kt i r
বন্দুকের	b O nd u k e r
ক্যাডাররা	k A D a r r a
মাস্কারা	m a s k a r a
মায়ের	m a e r
আনলাম	a n l a m
বাংলাভাষীদের	b a ng l a bh a sh i d e r
পাপারাজ্জিদের	p a p a r a j j i d e r
জেলহত্যা	j e l h O t t a
নিমরুদ	n i m r u d
নদীনালা	n O d i n a l a
নরহত্যা	n o r O h O t t a
অনুগতরা	O n u g o t O r a
বন্দেগীর	b o nd e g i r
ধারণাটা	dh a r O n a T a
স্থাপত্যশিল্পের	sth a p o t t O sh i l p e r
অনেকটা	o n e k T a
যুদ্ধক্ষেত্র	j u d dh O kh e tr O
মেহফুজ	m e h ph u j
যুক্তরাষ্ট্রসহ	j u kt O r a sh T r O sh o h O
নটিক্যাল	n O T i k A l
ফিনল্যান্ড	ph i n l A n D
একান্নবর্তী	e k a nn O b O r t i
স্টার্চ	s T a r ch
ধুপগুড়ি	dh u p g u r i
কিপ	k i p
কোণগুলো	k O n g u l O
টহলে	T o h O l e
ইস্তাম্বুলের	i st a mb u l e r
বিত্তবানদের	b i tt O b a n d e r
বিজ্ঞাপনচিত্রে	b i g g a p O n ch i tr e
আচরণে	a ch O r o n e
থ্রিল	th r i l
সম্ভারে	sh o m bh a r e
তাসকিনকে	t a s k i n k e
বিরাটকে	b i r a T k e
গতিই	g O t i i
জানলেন	j a n l e n
বিদ্বেষমূলক	b i d d e sh m u l O k
দুরবস্থার	d u r o b o sth a r
গুরুত্বপূর্ন	g u r u tt O p u r n O
ক্যামেরাগুলো	k A m e r a g u l O
ভরদ্বাজের	bh o r O d d a j e r
পুনঃনিরীক্ষণের	p u n O n i r i kkh o n e r
ফরমাল	ph o r m a l
আকারভেদে	a k a r bh e d e
নীরেন্দ্রনাথ	n i r e ndr O n a th
মধ্যপ্রাচ্যকে	m O d dh O pr a ch ch O k e
মঞ্চেই	m o nch e i
নবাবকে	n o b a b k e
দোলযাত্রা	d O l j a tr a
আরেকবার	a r e k b a r
উপস্থাপন	u p O sth a p O n
সংশোধনীতে	sh o ng sh O dh O n i t e
চিত্রনির্মাতা	ch i tr O n i r m a t a
বুদ্ধিপ্রতিবন্ধী	b u d dh i pr O t i b O ndh i
কমিশনারকে	k o m i sh o n a r k e
মরদেহটি	m o r O d e h O T i
প্রাণীটির	pr a n i T i r
মরিসকে	m O r i s k e
প্রেসক্লাবের	pr e s kl a b e r
ধর্মান্ধ	dh o r m a ndh O
ফরমের	ph o r m e r
রেস্টুরেন্টটি	r e s T u r e n T T i
বিধানসভার	b i dh a n sh o bh a r
মথিত	m O th i t O
দৃষ্ট	d ri shT O
পশলা	p o sh l a
শ্রেনী	s r e n i
অবচেতনে	o b O ch e t O n e
গণভোটকে	g o n O bh O T k e
দরবেশের	d o r b e sh e r
কাদরীর	k a d r i r
কাঁচাবাজারের	k a~ ch a b a j a r e r
সঙ্গে	sh o ngg e
জনসাধারণকে	j o n O sh a dh a r O n k e
অবধারিতভাবে	o b O dh a r i t O bh a b e
জোটনিরপেক্ষ	j O T n i r O p e kkh O
ফুঁসতে	ph u~ sh t e
সুহৃদের	sh u ri d e r
আবদুল্লাহর	a b d u l l a h r
রশিদের	r O sh i d e r
সাব্বিরও	s a b b i r O
সাম	s a m
দরজি	d O r j i
এতক্ষণে	E t O kkh O n e
টেনিসের	T e n i s e r
পদক্ষেপকে	p o d O kkh e p k e
হালচাষ	h a l ch a sh
সেলুনে	s e l u n e
চন্দ্রবিন্দু	ch o ndr O b i nd u
খাদ্যদ্রব্যের	kh a d d O d r O b b e r
বাহাউদ্দিনের	b a h a u d d i n e r
সাগা	s a g a
প্রস্তুতকারক	pr O st u t k a r O k
পোস্টারে	p O s T a r e
মতপার্থক্য	m o t O p a r th O k k O
অসীম	o sh i m
সেগুলোরও	sh e g u l O r O
কাসুন্দি	k a sh u nd i
সাহিত্যকে	sh a h i t t O k e
দেশগুলোও	d e sh g u l O O
সত্যতার	sh O t t O t a r
শরিফুল	sh O r i ph u l
ফ্রেমবন্দি	ph r e m b O nd i
সিলেকশন	s i l e k sh o n
ক্যাবলের	k A b O l e r
মাসলামা	m a s l a m a
হলুদাভ	h O l u d a bh
বিমানবন্দরসহ	b i m a n b o nd O r sh o h O
জোসি	j O sh i
সিজদা	sh i j d a
যুদ্ধবিমানের	j u d dh O b i m a n e r
দুষ্কৃতিকারীরা	d u s k ri t i k a r i r a
আত্মবিশ্বাসী	a t t O b i sh sh a sh i
বহির্বিভাগ	b O h i r b i bh a g
সমর্থিতরা	sh o m O r th i t O r a
গানটি	g a n T i
বিপণিবিতানের	b i p O n i b i t a n e r
খোলাসা	kh O l a sh a
ধারণাটিকে	dh a r O n a T i k e
সমাজকে	sh o m a j k e
পুনর্মিলনীতে	p u n o r m i l O n i t e
ঘোড়াশাল	gh O r a sh a l
একশটি	E k sh O T i
স্টাডিজে	s T a D i j e
হেলিকপ্টারও	h e l i k o p T a r O
বিন্যাসের	b i n n a sh e r
রেসি	r e s i
কর্মচাঞ্চল্য	k o r m O ch a nch O l l O
বালুমহাল	b a l u m o h a l
সিরাজের	sh i r a j e r
কর্মক্ষেত্রের	k o r m O kh e tr e r
খাবারটি	kh a b a r T i
সুধীন	sh u dh i n
বাসটি	b a s T i
সিসিলিতে	s i s i l i t e
কমতে	k O m t e
শরণখোলার	sh o r O n kh O l a r
সাবাশ	sh a b a sh
জনপ্রতিনিধিসহ	j o n O pr O t i n i dh i sh o h O
রয়েছি	r O e chh i
চত্বরটি	ch o tt O r T i
ভিত্তিপ্রস্তর	bh i tt i pr O st o r
রাষ্ট্রদূতের	r a sh T r O d u t e r
সানা	s a n a
সিসা	sh i sh a
কর্মকর্তাবৃন্দ	k o r m O k o r t a b ri nd O
আসেনা	a sh e n a
মখমলের	m o kh m o l e r
বহুনির্বাচনি	b O h u n i r b a ch O n i
ক্যাচিং	k A ch i ng
এস্কান্দারের	e s k a nd a r e r
ট্রাকগুলো	T r a k g u l O
সিসিটিভি	s i s i T i bh i
গণভবনে	g o n O bh o b O n e
বিদ্রূপাত্মক	b i d r u p a t t o k
সোনম	s O n o m
চর্চাকে	ch o r ch a k e
পরবে	p O r b e
ওদিক	O d i k
প্রশ্নোত্তরের	pr O sh n O tt r e r
শামসুজ্জামান	sh a m s u j j a m a n
লিফটে	l i ph T e
মরিয়া	m O r i a
কর্মসূচীতে	k o r m O sh u ch i t e
সাপঘরে	sh a p gh o r e
অগভীর	o g O bh i r
ঘাস	gh a sh
অনুষ্ঠানস্থলের	O n u shTh a n sth o l e r
হলদেটে	h O l d e T e
সিনা	s i n a
লোকগুলোকে	l O k g u l O k e
অপর্যাপ্ততা	o p O r j a p t O t a
সর্বক্ষেত্রে	sh o r b O kh e tr e
ঘোষণাপত্র	gh O sh O n a p o tr O
পানিনিষ্কাশনের	p a n i n i sh k a sh O n e r
অমীমাংসিত	o m i m a ng sh i t O
ডিসে	D i sh e
গিবত	g i b o t
ফেঞ্চুগঞ্জ	ph e nch u g o nj
কুমিরকে	k u m i r k e
সাকিবের	s a k i b e r
গুরুত্বপূর্ণ	g u r u tt O p u r n O
সন্তানটিকে	sh o nt a n T i k e
বাণিজ্যিকীকরণ	b a n i j j i k i k o r O n
সালফার	s a l ph a r
বার্সেলোনাকে	b a r s e l O n a k e
ভোটদান	bh O T d a n
খণ্ডিত	kh O n D i t O
উৎসেচক	u t sh e ch o k
ব্যবসাক্ষেত্রে	b A b sh a kh e tr e
বিষপানে	b i sh p a n e
পাঁজর	p a~ j O r
নিস	n i sh
আহমেত	a h m e t
এঁকেছিলেন	e~ k e chh i l e n
প্রত্যাবর্তনে	pr O t t a b o r t O n e
গণসংযোগে	g o n O sh o ng j O g e
নির্মাণেরও	n i r m a n e r O
মাসাজ	m a s a j
নৃত্যশিল্পীরা	n ri t t O sh i l p i r a
গিটারটি	g i T a r T i
ইকরাম	i k r a m
ধাক্কাধাক্কির	dh a k k a dh a k k i r
ওসমানি	O s m a n i
এদেরমধ্যে	e d e r m O d dh e
ঢাকঢোল	Dh a k Dh O l
শপের	sh o p e r
সেলিমও	s e l i m O
জিসেল	j i s e l
কুসুমের	k u sh u m e r
পক্ষেও	p O kkh e O
স্বত্বাধিকারী	sh o tt a dh i k a r i
কীর্তিস্তম্ভ	k i r t i st O m bh O
করতালিতে	k o r O t a l i t e
সুখবর	sh u kh o b O r
অসুবিধার	o sh u b i dh a r
একপ্রান্ত	E k pr a nt O
লাফার্জ	l a ph a r j
কমার্সের	k o m a r s e r
মুশফিকুরের	m u sh ph i k u r e r
ব্যবহিত	b A b O h i t O
মাদকদ্রব্যসহ	m a d O k d r O b b O sh o h O
ওসাকা	O s a k a
স্ট্যান্ডার্ড	s T A n D a r D
ট্যালেন্টপুলে	T A l e n T p u l e
সাতই	s a t i
মাহেন্দ্রক্ষণ	m a h e ndr O kh o n
হাসিকে	h a sh i k e
আর্জেন্টিনীও	a r j e n T i n i O
একতলার	E k t o l a r
সাযুজ্য	sh a j u j j O
কামরূপ	k a m r u p
ছাত্রসেনার	chh a tr O sh e n a r
ট্যাক্সিক্যাব	T A k s i k A b
রেহমান	r e h m a n
আর্জেন্টিনাকে	a r j e n T i n a k e
সমাদর	sh o m a d o r
চিত্রিত	ch i tr i t O
আহমেদও	a h m e d O
সারাক্ষণ	sh a r a kkh o n
বাদুরতলা	b a d u r t o l a
এমেরিটাস	e m e r i T a s
দেশীদশ	d e sh i d o sh
বিদ্যুৎকেন্দ্রগুলোর	b i d d u t k e ndr O g u l O r
সূর্যটা	sh u r j O T a
সোশাল	s O sh a l
ম্যানচেস্টারের	m A n ch e s T a r e r
সাম্রাজ্যবাদী	sh a m r a j j O b a d i
পার্শ্ববর্তী	p a r sh O b O r t i
ধরেছিলেন	dh O r e chh i l e n
ইনডোরের	i n D O r e r
লতিফপুর	l O t i ph p u r
সুদূরপ্রসারী	s u d u r pr O sh a r i
এগ্রিকালচার	e gr i k a l ch a r
শেখে	sh e kh e
মুক্তিযুদ্ধের	m u kt i j u d dh e r
একদফা	E k d o ph a
আফগানরা	a ph g a n r a
উচ্ছ্বাস	u ch chh a sh
সহনশীলতা	sh o h O n sh i l O t a
প্রত্যাখ্যাত	pr O t t a kh A t O
মহাবিহার	m o h a b i h a r
বেজমেন্ট	b e j m e n T
কফিশপ	k o ph i sh o p
পৃষ্ঠের	p ri shTh e r
গোলকধাঁধা	g O l O k dh a~ dh a
স্থিতাবস্থা	sth i t a b O sth a
মাদকাসক্তরা	m a d O k a sh O kt O r a
আসিলে	a sh i l e
কনডেন্সড	k o n D e n s D
পাথরটি	p a th O r T i
সুচিত্রাকে	sh u ch i tr a k e
বর্গাকার	b o r g a k a r
হাঁটেননি	h a~ T e n n i
চিকিৎসাবিজ্ঞানের	ch i k i t sh a b i g g a n e r
ঠেকাবে	Th E k a b e
জ্ঞানপাপী	g A n p a p i
অগ্রাধিকারমূলক	O gr a dh i k a r m u l O k
করিতেছেন	k O r i t e chh e n
জনসম্মুখে	j o n O s o mm u kh e
সীমারেখার	sh i m a r e kh a r
সিলের	s i l e r
সাবেলা	s a b e l a
রাখছিল	r a kh chh i l O
কর্মঘণ্টা	k o r m O gh o n T a
হারবার্ট	h a r b a r T
সপ্তাহগুলোতে	sh o p t a h O g u l O t e
টেলিফিল্মটির	T e l i ph i l m T i r
বসন্তকালে	b o sh O nt O k a l e
মফিজের	m O ph i j e r
অস্ত্রশস্ত্র	o s t r O sh o s t r O
আরামবাগের	a r a m b a g e r
আজকালের	a j k a l e r
কলোরাডোর	k o l O r a D O r
রিসোর্স	r i s O r s
অপশক্তিকে	o p O sh O kt i k e
স্বল্পসংখ্যক	sh o l p O sh o ng kh O k
টুর্নামেন্টটি	T u r n a m e n T T i
গবেষকদলের	g o b e sh O k d o l e r
সুরুজ	sh u r u j
করমু	k O r m u
অলিক	o l i k
পদতলে	p o d O t o l e
উপনিষদের	u p O n i sh o d e r
স্বাস্থ্যহানি	sh a s th O h a n i
টিএমএসএস	T i e m e s e s
লাগছে	l a g chh e
সঞ্চালিত	sh o nch a l i t O
স্পেসে	s p e s e
পূর্বঘোষণা	p u r b O gh O sh O n a
মাদাগাস্কারের	m a d a g a s k a r e r
রাষ্ট্রশক্তি	r a sh T r O sh O kt i
খোরশেদপুর	kh O r sh e d p u r
আসীন	a sh i n
শুনতে	sh u n t e
রাজাকাররা	r a j a k a r r a
ধ্বংস	dh o ng sh O
সপ্তাহেও	sh o p t a h e O
প্রোপাগান্ডা	pr O p a g a n D a
জিনপিং	j i n p i ng
কালারস	k a l a r s
শিল্পাঞ্চলের	sh i l p a nch O l e r
সতীর্থরা	sh o t i r th O r a
বিসিএল	b i s i e l
ক্লাসিকোর	kl a s i k O r
অপ্রাতিষ্ঠানিক	o pr a t i shTh a n i k
প্রতিষ্ঠানকে	pr O t i shTh a n k e
বুদ্ধিজীবীদের	b u d dh i j i b i d e r
ইস্ট্রোজেনের	i s T r O j e n e r
পরিপাকতন্ত্রের	p O r i p a k t o n t r e r
মডেলের	m o D e l e r
সীতাকুণ্ডের	sh i t a k u n D e r
শাহজাহানপুরে	sh a h j a h a n p u r e
জামদানি	j a m d a n i
কমানোসহ	k o m a n O sh o h O
সুসংবাদ	sh u sh o ng b a d
ধরনটি	dh o r O n T i
অসংলগ্ন	o sh o ng l o g n O
সম্ভ্রান্ত	sh o m bh r a nt O
ক্ষমতাসীনদের	kh o m O t a sh i n d e r
নিম্নমাধ্যমিক	n i m n O m a d dh O m i k
সুনীতা	sh u n i t a
কাকে	k a k e
অনাহুত	o n a h u t O
করবা	k O r b a
জাতগুলোর	j a t g u l O r
ধর্মসচিব	dh o r m O sh O ch i b
এমএসএন	e m e s e n
অর্থপ্রাপ্তির	o r th O pr a p t i r
হ্যারিসনের	h A r i s o n e r
চতুর্থবারের	ch O t u r th O b a r e r
ভুললেন	bh u l l e n
সিটির	s i T i r
প্রশস্তি	pr O sh O st i
স্নাতকোত্তর	sn a t O k O tt o r
হম্বিতম্বি	h O mb i t O mb i
প্রতিদ্বন্দ্বিতামূলক	pr O t i d d O n d i t a m u l O k
মাঝেমাঝে	m a jh e m a jh e
আকাশচুম্বি	a k a sh ch u mb i
ম্যাসাচুসেটসের	m A sh a ch u s e T s e r
ফ্যান্টাস্টিক	ph A n T a s T i k
তোমাদেরকে	t O m a d e r k e
স্বার্থসংশ্লিষ্ট	sh a r th O sh o ng sh l i shT O
সেহেতু	sh e h e t u
প্রতিরুদ্ধ	pr O t i r u d dh O
পাম্পের	p a mp e r
খোসাসহ	kh O sh a sh o h O
ভিভিএস	bh i bh i e s
সেভাবে	sh e bh a b e
সালেহর	s a l e h O r
বিএনপিতে	b i e n p i t e
ক্রিকেটারের	kr i k e T a r e r
রুজি	r u j i
প্রেক্ষাগৃহে	pr e kkh a g ri h e
সর্বনাশা	sh o r b O n a sh a
ক্রুসের	kr u s e r
পাতিলে	p a t i l e
রাত্রিতে	r a tr i t e
খানম	kh a n O m
আবাসিকে	a b a sh i k e
রহমানের	r o h m a n e r
সুজিতের	sh u j i t e r
খলিফা	kh O l i ph a
ছাড়ে	chh a r e
এগ্রিমেন্ট	e gr i m e n T
সরকারমন্ত্রী	sh o r k a r m O n t r i
হরপ্রসাদ	h o r O pr O sh a d
আধাকাপ	a dh a k a p
বিলাতি	b i l a t i
কাহিনীকার	k a h i n i k a r
ভবিষ্যত	bh O b i sh sh o t
ঢঙের	Dh o ng e r
ছবিটা	chh O b i T a
পেশীর	p e sh i r
জিনের	j i n e r
ম্যাচসেরার	m A ch sh e r a r
বোধগম্য	b O dh O g o m m O
ফিশ	ph i sh
গোপালভোগ	g O p a l bh O g
নাস	n a s
কদিনের	k o d i n e r
পতিতা	p O t i t a
জাগরণের	j a g O r O n e r
সমিতিগুলোর	sh o m i t i g u l O r
কাটাচ্ছেন	k a T a ch chh e n
ভালোলাগে	bh a l O l a g e
উল্লেখযোগ্যভাবে	u l l e kh j O g g O bh a b e
টিএনটি	T i e n T i
ভালোভাবে	bh a l O bh a b e
স্বাচ্ছন্দ্যবোধ	sh a ch chh o n d O b O dh
ইলাইফ	i l a i ph
পাপ	p a p
মুসলিমপ্রধান	m u s l i m pr O dh a n
মাদুরো	m a d u r O
কালরাত	k a l r a t
কাজকে	k a j k e
অনিরাপদ	o n i r a p o d
পলাশির	p o l a sh i r
মেঝেতে	m e jh e t e
আন্তঃযোগাযোগ	a nt O j O g a j O g
রোলগুলো	r O l g u l O
নারকেলের	n a r k e l e r
মসুরের	m O sh u r e r
কাটাখালী	k a T a kh a l i
বরাতে	b o r a t e
হাজি	h a j i
রক্ষণভাগের	r o kkh O n bh a g e r
কন্টাক্ট	k o n T A k T
ত্রিপুরা	tr i p u r a
জীবে	j i b e
মিরকামারী	m i r k a m a r i
জু	j u
নাট্যম	n a T T O m
নেস্ট	n e s T
গণমাধ্যমসহ	g o n O m a d dh O m sh o h O
মির্জাপুর	m i r j a p u r
কল্পনা	k o l p O n a
আবেদনকে	a b e d O n k e
কারসাজিতে	k a r sh a j i t e
যুক্ত	j u kt O
কলিন্স	k o l i n s
নিমেষে	n i m e sh e
করভার	k o r bh a r
ছিদ্রের	chh i d r e r
এগোতে	e g O t e
সিকদারকে	sh i k d a r k e
দাদুর	d a d u r
কদুর	k o d u r
এডিসন	e D i s o n
রিচার্ডসন	r i ch a r D s o n
জুমের	j u m e r
এনরিক	e n r i k
সফরসূচি	s o ph O r sh u ch i
সিদ্দিকুরের	s i d d i k u r e r
বাজেটিং	b a j e T i ng
মানহানিকর	m a n h a n i k o r
পূর্ণগ্রাস	p u r n O gr a sh
ল্যাং	l A ng
গোশত	g O sh t O
সন্তানই	sh o nt a n i
তুষারধসে	t u sh a r dh o sh e
যুবকটিকে	j u b O k T i k e
পার্টিশন	p a r T i sh o n
পর্যটনমন্ত্রী	p o r j O T o n m O n t r i
পিয়ানোটা	p i a n O T a
কাঁটাতারে	k a~ T a t a r e
বলছিলাম	b O l chh i l a m
মাগনা	m a g n a
আমবাত	a m b a t
মোরগা	m O r g a
নিপুণের	n i p u n e r
ললিতের	l O l i t e r
মেলাও	m E l a O
ছেলেরে	chh e l e r e
মনযোগী	m O n O j O g i
জিদ	j i d
মারমার	m a r m a r
মানব	m a n O b
স্যুটকেসে	s u T k e s e
গতিসম্পন্ন	g O t i sh o mp O nn O
মেধাবীর	m e dh a b i r
অধিদপ্তর	O dh i d o p t O r
বন্দরসমূহের	b o nd O r sh O m u h e r
চমৎকৃত	ch o m O t k r i t O
অনেকদূর	o n e k d u r
মাহিকে	m a h i k e
ভেটেরিনারি	bh e T e r i n a r i
ডিসি	D i s i
পূর্বাভাসও	p u r b a bh a sh O
বারটি	b a r O T i
যোনি	j O n i
অন্ন	O nn O
জাহান্নাম	j a h a nn a m
নরকের	n o r O k e r
কালী	k a l i
গেটটি	g e T T i
সমস্যাটিকে	sh o m O sh sh a T i k e
ভূমিধসের	bh u m i dh o sh e r
সারিবদ্ধ	sh a r i b o d dh O
সংখ্যাতত্ত্বের	sh o ng kh a t o t t e r
বিমানটিকে	b i m a n T i k e
থ্রু	th r u
চলমান	ch o l O m a n
আরম্ভ	a r O m bh O
ত্রাহি	tr a h i
কানাডার	k a n a D a r
প্রেসসচিব	pr e s sh O ch i b
লোহার	l O h a r
জীবনধারা	j i b O n dh a r a
রন্ধ্রে	r o n dh r e
তাসকিনের	t a s k i n e r
সেও	sh e O
নেটবুকের	n e T b u k e r
সিরকার	s i r k a r
শ্রম	s r O m
সেনজেন	sh e n j e n
কোলেস্টেরলের	k O l e s T e r O l e r
সূর্যালোক	sh u r j a l O k
লিপবাম	l i p b a m
আভিজাত্য	a bh i j a t t O
রুমঝুম	r u m jh u m
গণযোগাযোগ	g o n O j O g a j O g
বাসসহ	b a s sh o h O
আন্টির	a n T i r
ইনিংসের	i n i ng s e r
সংক্রমন	sh o ng kr O m O n
জামিনের	j a m i n e r
দাদার	d a d a r
হীরের	h i r e r
ঠিকানাবিহীন	Th i k a n a b i h i n
প্রাণঢালা	pr a n Dh a l a
সম্যক	sh o m m O k
হিমাগারের	h i m a g a r e r
লালনগীতি	l a l O n g i t i
মাথাব্যাথা	m a th a b A th a
বোনটির	b O n T i r
কাটের	k a T e r
তদবিরের	t O d b i r e r
পুদিনাপাতা	p u d i n a p a t a
মুর	m u r
মনোজগতে	m O n O j o g O t e
অবকাঠামোগত	o b O k a Th a m O g o t O
সোমেশ্বর	sh O m e sh sh o r
ইস্তোনিয়ার	i st O n i a r
আলীম	a l i m
নেকি	n e k i
রঞ্জন	r o nj O n
প্রভাবের	pr O bh a b e r
কর্মীবাহিনী	k O r m i b a h i n i
কৃষিসহ	k ri sh i sh o h O
তোরণে	t O r O n e
সফররত	s o ph O r r o t O
অল্পক্ষণ	o l p O kh o n
ওমরাহ	O m r a h
রাজপুত্রকে	r a j p u tr O k e
কলেজটিতে	k o l e j T i t e
হ্যামলেট	h A m l e T
হেলা	h E l a
বাস্তববাদী	b a st O b b a d i
ক্লার্ক	kl a r k
সংখ্যাগরিষ্ঠতার	sh o ng kh a g O r i shTh O t a r
দপ্তরবিহীন	d o p t O r b i h i n
আচরণের	a ch O r o n e r
সেলফ	s e l ph
ম্যারেজ	m A r e j
মুস্তাফিজুর	m u st a ph i j u r
বর্ম	b o r m O
প্লাটফর্মে	p l a T ph o r m e
দ্রোণ	d r O n
ম্যাচকে	m A ch k e
ম্যাগলেভ	m A g l e bh
হানিওয়েল	h a n i O e l
বিপজ্জনক	b i p O j j o n O k
ফিলিস্তিন	ph i l i st i n
টুর্নামেন্টের	T u r n a m e n T e r
ড্রইং	D r o i ng
হাটে	h a T e
প্রতিবেশের	pr O t i b e sh e r
প্লাটুন	p l a T u n
পদবিতে	p o d O b i t e
দুধারে	d u dh a r e
নির্বাচনের	n i r b a ch O n e r
রক্তশূন্যতার	r o kt O sh u n n O t a r
সন্স	s o n s
বন্দরগুলোতে	b o nd O r g u l O t e
কাছারি	k a chh a r i
চাটারা	ch a T a r a
প্রজন্ম	pr O j o n m O
পটের	p o T e r
বাঁচেন	b a~ ch e n
বসু	b O s u
শক্তিই	sh O kt i i
জমিটি	j O m i T i
স্বপ্নপূরণের	sh o p n O p u r O n e r
খাকি	kh a k i
নো	n O
শিল্পনগর	sh i l p O n o g O r
ভ্রাতা	bh r a t a
স্টেডিয়ামে	s T e D i a m e
করাতের	k o r a t e r
তৃষ্ণা	t ri shN a
যন্ত্রশিল্পী	j o n t r O sh i l p i
স্থাবর	sth a b O r
সদস্যপদ	sh o d O sh sh O p o d
হিটস্ট্রোকে	h i T s T r O k e
রাজ্যপালের	r a j j O p a l e r
লাগেজটি	l a g e j T i
এরজন্য	e r j O n n O
মানববিহীন	m a n O b b i h i n
ফটোগ্রাফির	ph o T O gr a ph i r
ফরহাদ	ph o r h a d
নন্দিত	n O nd i t O
দুস্থদের	d u sth O d e r
দরদাম	d o r d a m
করাহবে	k o r a h o b e
অদলবদল	o d O l b o d O l
সাহাবি	s a h a b i
আকরাম	a k r a m
যানটির	j a n T i r
শমসের	sh o m sh e r
হাজতবাসের	h a j O t b a sh e r
মৃত্যুপুরী	m ri t t u p u r i
রকেটের	r o k e T e r
ক্যালোরির	k A l O r i r
খামারে	kh a m a r e
ব্রাজিল	br a j i l
উপজেলাধীন	u p O j e l a dh i n
নোটসহ	n O T sh o h O
ছিটকে	chh i T k e
সহিষ্ণুতার	sh o h i shN u t a r
শ্রমিকও	s r O m i k O
শ্যানন	sh A n o n
কালা	k a l a
ট্রিলোজির	T r i l O j i r
স্বপনকে	sh o p O n k e
মাদ্রাসা	m a d r a s a
প্রাচীরে	pr a ch i r e
উম্মাহ	u mm a h
গহর	g o h O r
ইটনা	i T n a
প্রোডাকশন	pr O D a k sh o n
স্ক্যানের	s k A n e r
মার্কশিট	m a r k sh i T
জেলাগুলোতে	j e l a g u l O t e
আম্রপালির	a m r O p a l i r
ন্যাশনালিস্ট	n A sh n a l i s T
স্বাবলম্বী	sh a b O l O mb i
পিকচার্সের	p i k ch a r s e r
ফিরতে	ph i r t e
পানশালা	p a n sh a l a
সমুদ্দুর	sh O m u d d u r
জানিই	j a n i i
নির্ধারক	n i r dh a r O k
গ্রাসের	gr a sh e r
গ্রাস	gr a sh
সোমেশ্বরী	sh O m e sh sh O r i
উত্সর্গ	u t sh o r g O
বেহাল	b e h a l
আত্মশক্তি	a t t O sh O kt i
মিথ্যাবাদী	m i t th a b a d i
বণিকের	b O n i k e r
জাজিরাতুল	j a j i r a t u l
বলবেন	b O l b e n
ইঞ্জেকশনের	i nj e k sh o n e r
কর্মক্ষম	k o r m O kkh o m
